customer_city,total_revenue,order_count,avg_review_score
bambui,2206.67,18,3.9473684210526314
mucuri,2203.67,7,4.428571428571429
laguna,2202.73,14,3.227272727272727
pianco,2200.0,1,5.0
nova esperanca do piria,2199.0,1,4.0
presidente dutra,2195.78,14,4.133333333333334
nova andradina,2194.87,11,3.357142857142857
carpina,2194.76,10,4.1
camanducaia,2180.67,9,4.0
varzea da palma,2171.77,11,4.454545454545454
matias barbosa,2169.86,13,3.875
santa cruz do capibaribe,2169.37,11,3.2142857142857144
rio grande da serra,2169.31,25,4.3076923076923075
marau,2167.34,22,4.76
pinheiral,2165.19,14,4.133333333333334
guarani,2164.42,7,4.285714285714286
colider,2161.73,8,3.5
espirito santo do pinhal,2160.02,18,4.315789473684211
sao raimundo nonato,2145.39,7,3.7
sao lourenco do sul,2135.38,14,3.8666666666666667
sao borja,2124.74,18,3.888888888888889
santa rita do passa quatro,2123.97,18,4.045454545454546
pinhalzinho,2117.28,21,3.814814814814815
sao joao da barra,2115.54,15,3.9375
estrela,2113.2,15,4.6
tailandia,2113.18,4,3.75
cristalina,2112.65,8,3.875
petrolandia,2110.34,14,4.6
rio negro,2105.87,15,4.2
paraisopolis,2101.66,15,4.3125
ipameri,2100.55,12,3.8461538461538463
penha,2092.39,15,4.125
viradouro,2081.54,18,4.24
antonina,2077.57,10,4.625
conchal,2075.2400000000002,19,4.380952380952381
nova era,2074.71,15,4.1875
taquaritinga do norte,2064.91,6,3.3333333333333335
santos dumont,2056.3,22,4.217391304347826
serra talhada,2053.18,10,4.461538461538462
teotonio vilela,2043.88,7,3.4285714285714284
cambuci,2042.79,8,4.285714285714286
lapa,2039.2,14,4.666666666666667
paragominas,2033.65,18,3.473684210526316
ipua,2031.49,4,3.4615384615384617
carazinho,2030.93,23,4.304347826086956
sao fidelis,2029.25,23,4.416666666666667
junqueiropolis,2029.24,15,4.578947368421052
fraiburgo,2028.57,13,4.461538461538462
nucleo residencial pilar,2024.35,8,3.7777777777777777
cocal do sul,2015.29,4,4.666666666666667
cruz das almas,2007.24,18,4.3
conselheiro pena,2000.56,15,4.294117647058823
cedro de sao joao,1999.99,3,3.6666666666666665
engenheiro navarro,1997.0,1,5.0
laranjeiras do sul,1995.57,19,4.318181818181818
ico,1990.88,8,3.6666666666666665
agrestina,1989.0,1,4.0
goianesia,1987.48,17,3.7
sacramento,1986.57,13,3.0
aguai,1985.55,9,4.055555555555555
miguelopolis,1984.27,14,4.5
buritis,1981.55,15,4.235294117647059
vilhena,1973.95,16,3.8421052631578947
tres de maio,1969.05,12,3.5
cesario lange,1966.5,13,4.153846153846154
sape,1959.99,2,4.5
barao de cocais,1958.4,18,3.6842105263157894
lagarto,1955.4299999999998,11,3.8181818181818183
palmital,1939.16,19,4.142857142857143
bombinhas,1935.4099999999999,15,4.133333333333334
goioere,1935.28,11,4.583333333333333
sao mateus do sul,1933.95,15,4.6
guanhaes,1931.45,18,4.2631578947368425
campos novos,1929.69,14,3.772727272727273
cachoeiras de macacu,1918.26,20,3.8181818181818183
sarandi,1912.32,22,4.181818181818182
mirassol d'oeste,1912.02,14,4.5
navirai,1910.88,8,4.3
santo antonio do monte,1909.12,14,3.933333333333333
pompeia,1907.08,17,3.1666666666666665
ceres,1905.47,7,4.285714285714286
maragogi,1897.05,5,3.4
pinhalao,1894.94,7,4.714285714285714
piracanjuba,1893.26,10,3.909090909090909
caetite,1892.3,10,3.2
serrinha,1889.1399999999999,14,3.9375
santa maria de jetiba,1888.97,15,3.2
santo anastacio,1884.6,17,3.4545454545454546
candeias,1879.57,21,3.9523809523809526
auriflama,1871.6599999999999,10,4.363636363636363
paranaita,1858.75,4,4.333333333333333
eldorado do sul,1853.48,15,4.0
itaguacu,1840.92,9,3.9
jandaia do sul,1839.25,8,2.8333333333333335
campo belo,1836.34,21,4.428571428571429
itanhandu,1830.08,13,4.166666666666667
porangatu,1828.15,13,4.071428571428571
igarassu,1826.38,11,3.9166666666666665
guaratuba,1821.8799999999999,9,4.0
cajati,1821.3200000000002,16,4.125
cajazeiras,1818.16,11,3.75
bandeirantes,1818.1,14,3.8666666666666667
gravata,1806.19,10,4.153846153846154
santo amaro,1805.93,10,3.5
cacoal,1801.47,12,3.6923076923076925
paraiso do tocantins,1799.04,10,4.363636363636363
mariental,1799.0,1,5.0
eloi mendes,1795.3899999999999,10,4.0
caxias,1790.55,16,4.3125
nova granada,1790.33,19,4.238095238095238
sao joao batista,1788.22,11,4.181818181818182
osvaldo cruz,1786.46,16,4.619047619047619
esmeraldas,1780.97,14,3.6875
novo gama,1777.05,13,4.153846153846154
fartura,1771.4099999999999,10,3.909090909090909
pariquera-acu,1765.1,15,3.875
quatro barras,1763.66,18,3.857142857142857
itatinga,1760.15,4,5.0
itai,1757.5800000000002,10,3.9166666666666665
santa vitoria do palmar,1750.75,12,4.2
parobe,1750.48,12,4.75
uruacu,1750.02,17,4.473684210526316
sanharo,1748.0,3,4.5
santa fe de goias,1737.6899999999998,4,4.0
beberibe,1736.7,3,3.0
igarape,1734.47,9,3.6666666666666665
abaete,1732.81,12,4.166666666666667
irece,1729.52,13,2.652173913043478
santa juliana,1723.3899999999999,8,3.7777777777777777
charqueadas,1721.41,17,4.277777777777778
itaocara,1720.65,16,4.444444444444445
esperanca,1720.38,6,4.166666666666667
mafra,1719.6299999999999,25,4.2
xaxim,1718.58,10,4.3
santa maria da vitoria,1710.55,13,3.066666666666667
ourilandia do norte,1710.0800000000002,5,4.285714285714286
itamarandiba,1706.99,8,3.3636363636363638
loanda,1704.36,13,4.866666666666666
caxambu,1700.73,16,4.25
camaqua,1693.85,12,3.8333333333333335
camocim,1686.29,8,4.444444444444445
santana do jacare,1685.79,4,4.0
lagoa da prata,1685.69,10,4.8
barra velha,1684.01,15,4.277777777777778
morro da fumaca,1676.0,7,5.0
morro agudo,1670.95,9,2.6842105263157894
leopoldina,1667.77,17,4.25
sao joaquim de bicas,1663.28,8,3.7
esplanada,1660.9,5,5.0
santa rosa de viterbo,1658.42,13,4.235294117647059
gameleira,1657.98,4,3.5
iturama,1655.55,14,4.285714285714286
itajobi,1653.95,10,4.555555555555555
mantena,1652.22,11,3.5714285714285716
porto ferreira,1646.22,26,4.516129032258065
carmo do rio claro,1642.42,9,4.5
carmo do cajuru,1638.44,10,3.9166666666666665
jaguariaiva,1634.5900000000001,17,4.294117647058823
catende,1630.1799999999998,7,4.714285714285714
carmopolis de minas,1629.78,5,4.833333333333333
caconde,1628.19,10,4.181818181818182
conceicao de macabu,1626.47,12,4.461538461538462
bom conselho,1624.93,7,4.0
cedral,1623.24,9,4.111111111111111
taquari,1619.28,11,4.230769230769231
bocaiuva,1618.27,13,4.230769230769231
lagoa vermelha,1616.25,14,4.357142857142857
santo amaro de campos,1611.78,6,3.8333333333333335
paraibuna,1610.99,10,4.454545454545454
santa adelia,1609.6499999999999,15,4.625
bom jesus dos perdoes,1608.73,17,3.611111111111111
guariba,1608.43,14,4.785714285714286
piraquara,1604.51,14,4.117647058823529
jacunda,1601.71,6,4.428571428571429
castelo,1600.8,18,3.888888888888889
jardinopolis,1600.05,13,4.785714285714286
loreto,1599.99,1,5.0
coxim,1598.75,11,3.076923076923077
ampere,1595.27,8,5.0
crissiumal,1589.0,2,4.5
sao sebastiao do cai,1588.84,12,4.647058823529412
vitorino freire,1588.0,3,5.0
montanha,1586.54,10,4.0
pirajui,1583.52,12,3.9375
piratininga,1583.28,8,4.222222222222222
nova esperanca,1579.78,8,4.545454545454546
pomerode,1579.36,9,4.818181818181818
belo jardim,1578.63,11,4.333333333333333
porto nacional,1577.68,8,4.777777777777778
niquelandia,1577.6699999999998,13,4.0
pombal,1577.5,6,5.0
passa quatro,1576.66,9,3.3
candido mota,1573.29,16,4.470588235294118
chapadao do sul,1569.79,14,3.6875
afonso claudio,1568.77,11,4.7272727272727275
canaa dos carajas,1565.93,9,3.6666666666666665
minacu,1561.6200000000001,11,3.75
palmeira das missoes,1559.51,16,4.764705882352941
sidrolandia,1557.76,11,4.166666666666667
visconde do rio branco,1557.3400000000001,18,4.0
pontes e lacerda,1556.77,9,4.555555555555555
reginopolis,1552.99,3,5.0
vazante,1549.63,6,5.0
sao francisco do sul,1549.08,16,3.15
ipueiras,1547.29,3,3.3333333333333335
miracema,1547.26,17,4.388888888888889
nova olinda do maranhao,1546.4,4,4.0
ronda alta,1544.33,6,4.090909090909091
campos sales,1543.9,4,4.8
conceicao das alagoas,1542.4,3,2.3333333333333335
sao joao do piaui,1541.8000000000002,5,5.0
sao simao,1536.59,13,4.769230769230769
costa marques,1534.9,2,3.0
ipojuca,1530.3,15,3.8666666666666667
toropi,1529.9,3,4.666666666666667
brejo santo,1529.8600000000001,10,3.75
itatiaia,1526.46,18,4.157894736842105
periquito,1526.0,2,5.0
mangueirinha,1524.77,8,3.4444444444444446
cassilandia,1524.5,5,4.875
santana,1522.93,13,3.7777777777777777
tapejara,1521.03,11,4.7272727272727275
santa ines,1520.78,15,3.3333333333333335
nova olinda,1520.7,4,2.5
ibatiba,1518.78,9,3.5555555555555554
embu,1517.88,11,4.666666666666667
mostardas,1517.83,11,4.363636363636363
quissama,1513.97,11,3.6923076923076925
tambau,1513.43,19,4.190476190476191
faxinal dos guedes,1512.73,11,4.125
ibate,1512.6,12,4.461538461538462
mata verde,1512.53,6,4.625
aracoiaba da serra,1511.5700000000002,11,4.75
bocaina,1506.8,7,4.857142857142857
lambari,1506.47,8,3.4
pacaembu,1505.29,6,4.166666666666667
nova russas,1504.94,7,4.285714285714286
entre rios de minas,1503.86,7,3.5714285714285716
imbuia,1501.88,4,4.8
santa helena de goias,1499.73,9,3.8
sao francisco de itabapoana,1497.76,15,4.4375
teutonia,1493.6000000000001,14,4.529411764705882
santa rita,1491.65,7,4.428571428571429
corrente,1489.9,4,2.0
quatro bocas,1486.99,5,4.6
catu,1486.97,10,2.909090909090909
jose bonifacio,1486.34,12,4.0
porto real,1484.6,7,2.875
pojuca,1481.09,13,4.214285714285714
cruz,1480.58,7,3.625
siqueira campos,1478.08,9,4.7
quirinopolis,1475.95,14,4.25
piranguinho,1475.65,9,2.8181818181818183
garuva,1467.38,5,4.6
aperibe,1464.94,12,3.6666666666666665
chapada,1463.19,4,3.75
andira,1462.18,11,3.7857142857142856
dom pedrito,1461.93,10,3.8181818181818183
correia pinto,1454.23,11,4.166666666666667
paraguacu,1452.85,12,3.0555555555555554
ibitita,1450.0,1,5.0
lauro muller,1449.57,8,4.75
currais novos,1448.19,7,2.625
sao jose de ribamar,1444.82,14,3.6153846153846154
flores da cunha,1439.45,12,4.428571428571429
fatima do sul,1436.29,4,5.0
marilandia,1436.07,8,4.625
altinopolis,1428.8,4,5.0
balneario picarras,1426.81,8,4.222222222222222
itauba,1420.98,5,2.8
torres,1416.23,17,4.095238095238095
carmo,1415.19,12,3.857142857142857
camamu,1411.82,8,4.375
jarinu,1410.48,18,3.8
nova ponte,1409.49,9,4.0
baependi,1409.04,8,4.9
orleans,1408.5900000000001,8,4.75
sao gabriel da palha,1406.8000000000002,13,4.230769230769231
tanabi,1404.39,11,4.2727272727272725
ipaba,1403.5,8,3.5555555555555554
arroio do meio,1400.22,9,4.5
bastos,1399.6,17,4.722222222222222
baixo guandu,1399.1,8,4.818181818181818
campinas do sul,1398.89,6,4.5
formosa do rio preto,1398.1299999999999,3,5.0
mutum,1397.94,8,4.222222222222222
paranaiba,1396.24,14,3.8
bonfinopolis de minas,1387.2,2,3.0
sao felix do xingu,1382.7,8,4.5
biritiba-mirim,1381.72,10,4.833333333333333
joao camara,1379.8000000000002,2,5.0
bom retiro do sul,1379.0,2,3.0
guaramirim,1377.08,13,3.9285714285714284
santana do acarau,1376.8899999999999,4,3.75
senador canedo,1375.57,16,3.7777777777777777
jequitinhonha,1372.3700000000001,11,4.363636363636363
divinolandia,1370.68,7,4.0
vila valerio,1369.4,8,4.6
alto paraiso de goias,1367.34,9,3.4074074074074074
ibia,1367.29,8,4.636363636363637
itabera,1366.14,7,4.75
acarau,1364.96,8,3.75
itapecerica,1363.28,13,4.3076923076923075
aracuai,1362.98,9,3.7777777777777777
corinto,1362.8600000000001,11,4.454545454545454
pitangueiras,1362.6200000000001,16,3.764705882352941
iguape,1359.5700000000002,14,4.857142857142857
malacacheta,1355.65,7,3.4166666666666665
morada nova,1355.27,10,4.0
campestre da serra,1348.99,2,5.0
afogados da ingazeira,1345.98,8,4.5
altos,1345.39,5,4.2
upanema,1343.6,3,4.8
aguas formosas,1341.7,5,4.333333333333333
pinhao,1340.28,9,4.5
pirpirituba,1340.0,1,1.0
girua,1335.28,10,4.090909090909091
sao joao dos patos,1333.08,7,4.0
tupaciguara,1331.21,13,4.25
penedo,1329.77,9,4.222222222222222
sao bento do una,1328.3899999999999,4,3.0
casca,1326.27,7,4.285714285714286
teodoro sampaio,1324.67,13,4.538461538461538
tabapua,1322.96,12,4.538461538461538
sao miguel do araguaia,1321.15,5,4.428571428571429
apiuna,1320.6,7,3.857142857142857
pirapozinho,1319.3700000000001,14,4.6
conceicao do mato dentro,1317.91,12,4.0
guadalupe,1313.7,4,3.4
itaiopolis,1313.5900000000001,8,4.545454545454546
sao miguel arcanjo,1311.09,13,4.0
caarapo,1310.49,4,3.25
cangucu,1310.18,12,4.0
fronteiras,1308.8000000000002,3,4.666666666666667
dores de campos,1308.1399999999999,8,4.25
itapui,1307.09,7,4.714285714285714
itamaraju,1304.23,11,4.0
ibipora,1303.38,12,4.133333333333334
barbalha,1302.98,6,4.5
barreiros,1302.1599999999999,5,3.8
barao ataliba nogueira,1300.0,1,5.0
barra longa,1300.0,1,5.0
sao joao,1299.09,12,4.538461538461538
tapiramuta,1298.99,2,3.5
neropolis,1297.22,7,4.6
simonesia,1295.88,8,4.25
astolfo dutra,1294.52,11,4.714285714285714
barroso,1289.96,11,3.3333333333333335
alcobaca,1289.78,4,4.75
jacarezinho,1289.36,16,4.6875
xinguara,1282.22,9,3.6
sao goncalo do amarante,1280.55,12,3.8461538461538463
santa helena,1277.85,12,3.923076923076923
bezerros,1277.39,10,4.636363636363637
mirandopolis,1274.99,13,4.266666666666667
tres passos,1270.21,11,3.5833333333333335
agudos,1265.3,16,4.0588235294117645
realeza,1264.26,6,3.5
pacajus,1262.59,6,3.0
casa branca,1261.58,13,4.615384615384615
gravatal,1260.27,6,5.0
cordeiropolis,1260.05,15,3.35
itariri,1259.32,6,3.7142857142857144
balsamo,1257.23,6,3.7777777777777777
alto paraiso,1256.99,2,4.5
duartina,1252.67,10,4.25
aluminio,1252.15,13,3.2857142857142856
iracemapolis,1251.88,18,4.5
areado,1246.69,6,4.5
campinorte,1244.69,7,3.375
pimenta bueno,1243.79,7,3.7142857142857144
italva,1243.09,12,3.923076923076923
sao miguel do guama,1240.79,5,4.4
mendes,1240.75,12,4.0
botelhos,1240.01,8,4.0
guarabira,1239.68,10,3.7
ouroeste,1235.19,11,3.6923076923076925
ivoti,1235.1100000000001,13,4.384615384615385
parelhas,1233.8899999999999,4,4.0
dois corregos,1233.69,11,4.333333333333333
descalvado,1231.74,13,4.714285714285714
buenopolis,1231.38,4,4.0
saloa,1231.0,3,4.75
nova prata,1230.94,16,4.235294117647059
venturosa,1228.9,2,5.0
ipaussu,1228.72,7,4.111111111111111
colorado,1225.48,9,4.2
pinheiros,1224.31,9,4.111111111111111
marituba,1224.29,14,3.230769230769231
coruripe,1222.3,3,3.3333333333333335
guararapes,1220.84,18,4.285714285714286
capinzal,1220.55,10,3.6666666666666665
primeiro de maio,1216.67,7,3.857142857142857
canarana,1211.63,11,3.8333333333333335
espumoso,1210.71,7,4.111111111111111
silvania,1208.79,7,4.0
divino,1208.59,13,4.428571428571429
palmares,1206.82,8,3.875
sao goncalo do sapucai,1202.5,8,4.571428571428571
coaraci,1201.8799999999999,4,4.75
assis chateaubriand,1200.31,12,3.5714285714285716
bom jesus do araguaia,1199.9,1,5.0
passagem,1199.0,1,5.0
sao luis de montes belos,1196.3700000000001,7,4.333333333333333
riacho de santana,1194.7,4,4.0
santa gertrudes,1194.21,11,4.615384615384615
jaguare,1193.95,13,4.642857142857143
rio pomba,1192.8600000000001,6,3.2857142857142856
sao jose do vale do rio preto,1192.21,12,4.538461538461538
sao lourenco da mata,1190.96,11,4.083333333333333
coari,1190.65,1,5.0
guararema,1189.56,11,4.636363636363637
domingos martins,1188.3,9,4.0
floresta,1184.37,11,3.25
ubajara,1178.9,3,2.25
parapua,1178.4,8,4.125
sombrio,1175.92,10,3.4166666666666665
igrejinha,1173.03,17,3.75
schroeder,1168.69,9,4.333333333333333
saltinho,1164.79,5,4.0
perdizes,1163.31,8,4.5
colinas,1161.86,4,3.0
brejo do cruz,1160.0,1,5.0
limoeiro do norte,1156.67,11,3.4166666666666665
guarai,1156.6,4,4.833333333333333
jaguaruana,1155.15,4,3.75
itaqui,1154.38,9,4.235294117647059
areal,1152.18,7,4.0
sao lourenco da serra,1151.95,12,4.266666666666667
urupes,1150.14,10,4.333333333333333
sao bento,1148.89,5,4.0
salesopolis,1146.52,10,3.1666666666666665
arapora,1144.38,5,4.333333333333333
conceicao do araguaia,1143.8899999999999,7,4.428571428571429
forquilhinha,1143.85,13,4.533333333333333
carandai,1143.5,11,3.8333333333333335
uruana,1142.29,3,5.0
santo antonio da platina,1140.61,12,3.642857142857143
terra de areia,1137.29,5,4.6
celso ramos,1136.79,2,4.076923076923077
catu de abrantes,1135.99,2,3.0
camacan,1134.67,6,4.714285714285714
guaraci,1131.6999999999998,4,3.75
jijoca de jericoacoara,1130.9,4,4.25
santo antonio do pinhal,1128.9,2,5.0
papucaia,1126.77,10,4.545454545454546
casa nova,1126.19,6,4.5
delmiro gouveia,1125.8,4,4.166666666666667
aripuana,1124.78,8,3.375
timon,1123.72,11,3.25
charqueada,1122.67,10,4.1
turmalina,1121.69,9,3.8
rio negrinho,1121.19,13,4.285714285714286
itapipoca,1121.08,10,3.909090909090909
dourado,1120.33,9,4.090909090909091
sao joaquim,1118.98,9,3.272727272727273
inhambupe,1117.78,7,3.142857142857143
santa teresa,1117.36,10,3.6363636363636362
goitacazes,1116.3400000000001,11,4.2727272727272725
raul soares,1115.51,12,4.214285714285714
santo augusto,1115.08,8,3.4444444444444446
maracai,1114.58,8,3.1818181818181817
butia,1112.69,6,5.0
monte belo,1109.78,5,5.0
chapadao do ceu,1108.57,8,3.6666666666666665
nova roma do sul,1106.99,1,1.0
herval d'oeste,1106.74,9,4.642857142857143
entre rios,1103.4,6,4.333333333333333
mundo novo,1102.99,6,4.571428571428571
prata,1099.48,11,4.0
santo antonio do aracangua,1099.0,1,4.0
caicara do norte,1099.0,1,5.0
guarei,1098.29,5,4.8
campo alegre,1098.0,4,4.2
pontal,1097.38,12,4.785714285714286
palmeira dos indios,1094.41,8,3.625
reriutaba,1093.32,3,3.0
prado,1090.79,5,4.2
goianapolis,1086.98,4,5.0
sao jose da lapa,1086.58,8,3.875
alto araguaia,1085.73,5,3.4
pontal do parana,1084.26,8,4.5
goias,1084.21,8,4.625
barcarena,1084.17,6,3.3333333333333335
braganca,1083.96,9,3.7
mata de sao joao,1083.55,11,3.9166666666666665
sao miguel do iguacu,1079.3,9,4.888888888888889
capanema,1078.57,12,3.6
ervalia,1076.83,7,4.714285714285714
brotas,1073.08,12,4.461538461538462
toritama,1072.79,5,4.8
capao do leao,1072.25,4,4.8
araripina,1070.58,11,3.7857142857142856
acreuna,1070.43,7,3.5555555555555554
nova aurora,1065.8899999999999,4,4.75
confresa,1065.6499999999999,7,5.0
conchas,1064.45,8,4.375
sao joao evangelista,1062.76,6,4.833333333333333
campina grande do sul,1062.57,9,3.7
sumidouro,1060.68,10,3.6
caraubas,1059.29,3,4.0
patrocinio paulista,1059.2,2,3.0
ibaiti,1057.3600000000001,11,4.090909090909091
pompeu,1055.18,11,4.230769230769231
pirangi,1055.0900000000001,7,3.7142857142857144
frederico westphalen,1053.45,14,4.2
catas altas,1052.85,5,4.8
santana do mundau,1052.8,3,2.75
buerarema,1051.8,3,3.0
itapejara d'oeste,1049.9,6,4.857142857142857
nova prata do iguacu,1049.78,6,4.428571428571429
engenheiro coelho,1049.48,12,4.416666666666667
godoy moreira,1049.0,1,5.0
santa maria madalena,1046.09,7,4.0
costa rica,1043.66,12,3.9285714285714284
valenca do piaui,1043.0,4,5.0
sousa,1042.59,7,4.375
capinopolis,1042.18,11,4.0
pedregulho,1039.4,2,2.0
alhandra,1037.0,2,4.0
arroio dos ratos,1034.18,9,4.666666666666667
rubiataba,1034.09,7,3.8
aguas da prata,1028.28,10,4.916666666666667
rio das pedras,1027.64,10,4.363636363636363
ibirama,1026.5,13,4.764705882352941
jaguarao,1025.29,8,3.6
sao sebastiao da grama,1024.79,4,3.0
buritama,1024.24,9,2.9166666666666665
cajobi,1018.4300000000001,8,5.0
japuiba,1017.58,5,2.625
oriente,1017.2700000000001,3,4.25
sobradinho,1015.59,9,4.090909090909091
garibaldi,1014.8,9,4.6
mar de espanha,1014.72,9,3.6
picarra,1014.5999999999999,1,5.0
xangri-la,1013.58,8,4.444444444444445
hidrolandia,1012.76,8,4.25
itaberai,1012.08,6,2.8333333333333335
raposos,1009.52,11,4.352941176470588
cristina,1009.42,7,3.5
bom principio,1003.11,6,4.166666666666667
serranopolis,1002.88,3,5.0
pedreiras,1002.69,3,5.0
pilar do sul,1002.36,12,4.571428571428571
macau,998.88,5,4.8
conceicao do coite,997.89,9,4.5
taruma,997.72,9,4.2
primavera,996.78,9,4.25
campo maior,993.66,7,3.5
ortigueira,993.29,8,4.875
araquari,993.25,11,4.285714285714286
itaberaba,989.26,9,4.333333333333333
sarzedo,987.9300000000001,18,4.578947368421052
sao jose da barra,987.14,6,4.571428571428571
tabira,986.88,5,3.6
cacu,982.6800000000001,8,3.6
seabra,982.5,6,4.571428571428571
tarabai,982.35,5,4.6
luis antonio,980.08,7,4.444444444444445
inhapi,979.9,2,3.0
santo estevao,979.81,5,4.5
mangaratiba,974.84,12,3.142857142857143
cosmorama,973.98,6,4.5
eugenopolis,973.87,5,4.4
rio brilhante,972.28,11,4.8
salto de pirapora,970.59,12,4.076923076923077
sao jose do calcado,970.18,6,4.285714285714286
lagoa dos gatos,969.99,3,4.666666666666667
mamanguape,969.75,6,3.3
nova santa rita,968.76,6,4.428571428571429
arapoti,966.97,9,3.5
fervedouro,965.76,8,4.7
sapezal,964.82,8,4.0
estiva gerbi,964.26,7,4.714285714285714
uruara,962.4,6,3.857142857142857
lucelia,961.35,12,4.5
munhoz de melo,953.89,4,3.75
aimores,951.37,10,4.1
abadiania,949.99,1,4.0
fronteira,949.6600000000001,6,4.714285714285714
cristalandia,948.69,3,2.3333333333333335
monte aprazivel,948.11,10,3.75
dormentes,946.8,2,3.6666666666666665
bom sucesso,946.5899999999999,5,4.6
benedito novo,945.74,6,2.4444444444444446
cardoso,944.8100000000001,6,3.8333333333333335
condado,944.8,4,4.5
paicandu,943.16,10,4.7
piratuba,941.48,5,4.2
palma sola,938.8,4,4.75
buri,938.3199999999999,10,4.4
acailandia,937.79,7,3.4285714285714284
gouveia,936.96,4,2.25
porciuncula,936.8800000000001,8,4.3
brodowski,935.54,9,4.0
campos de julio,934.8,6,4.0
poco fundo,933.99,8,4.222222222222222
canelinha,933.94,4,4.5
rosario do sul,933.25,14,2.6666666666666665
taua,933.13,10,4.7
guara,931.59,9,3.25
concordia do para,929.78,3,3.3333333333333335
figueira,928.78,4,5.0
itaju,927.8,3,5.0
chavantes,926.52,12,4.583333333333333
arceburgo,924.14,7,4.625
jeremoabo,922.0799999999999,6,3.5
cabrobo,921.79,6,4.166666666666667
holambra ii,919.68,5,4.666666666666667
arroio do sal,918.97,7,4.666666666666667
varre-sai,918.9,4,4.666666666666667
sertanopolis,918.8,4,3.4
serrana,917.9,13,4.076923076923077
lajedo,916.27,6,4.5
otacilio costa,913.29,5,4.333333333333333
mairi,913.0,2,4.666666666666667
jacaraci,911.79,4,4.0
julio mesquita,909.99,2,2.3333333333333335
guapiacu,906.98,6,4.166666666666667
encruzilhada do sul,903.99,8,4.5
alfredo chaves,902.71,7,4.0
itaja,902.0,3,4.666666666666667
pradopolis,901.0,10,4.666666666666667
candido godoi,900.0,1,1.0
bela cruz,899.9,4,4.75
grao mogol,899.8,3,5.0
balneario pinhal,898.57,7,4.625
itambe,898.38,7,4.0
borda da mata,897.53,6,4.5
regente feijo,897.01,10,4.538461538461538
cocal,896.77,7,3.857142857142857
areiopolis,896.49,3,5.0
crixas,893.6800000000001,8,3.5555555555555554
urussanga,893.6800000000001,10,4.3
juru,890.0,1,3.0
barra do corda,889.89,7,3.3
irapuru,889.48,6,4.333333333333333
cabedelo,888.95,6,4.5
lutecia,887.0,1,5.0
itaguari,887.0,1,5.0
jordania,886.25,5,5.0
icem,885.97,9,4.636363636363637
urania,885.72,4,3.0
treze tilias,885.66,11,3.5714285714285716
itamonte,883.15,10,4.3076923076923075
sao luis do paraitinga,882.49,3,4.0
ecoporanga,881.9200000000001,8,4.5
taiuva,881.54,5,2.4444444444444446
paraopeba,880.67,9,3.7777777777777777
paudalho,878.9,2,4.5
santa fe,877.8,5,4.0
capivari de baixo,876.89,5,4.8
sao domingos do norte,874.4000000000001,7,3.857142857142857
rolante,874.25,9,4.333333333333333
coroata,873.48,9,5.0
palotina,872.76,10,4.7
california da barra,871.97,6,3.625
matupa,871.1700000000001,7,3.888888888888889
nova trento,870.6,6,4.5
monte santo de minas,869.28,9,4.444444444444445
formoso,867.99,3,5.0
macaubas,867.47,8,4.153846153846154
itaobim,866.9100000000001,6,4.714285714285714
bom jardim de minas,866.87,8,3.727272727272727
santo antonio do descoberto,866.26,5,3.3333333333333335
conceicao da aparecida,866.0799999999999,5,4.2
conservatoria,864.09,4,2.7142857142857144
miracatu,863.99,5,2.5
paulistana,862.6700000000001,3,4.75
goianesia do para,861.99,3,3.3333333333333335
assai,861.5699999999999,5,5.0
sao joao do sul,861.0,2,4.5
barra da estiva,860.57,7,4.714285714285714
cacapava do sul,859.99,5,2.7142857142857144
quixeramobim,859.79,6,4.333333333333333
nao-me-toque,859.6800000000001,7,4.555555555555555
coronel vivida,856.87,11,4.25
porto belo,856.3199999999999,9,4.555555555555555
brazopolis,856.13,6,4.833333333333333
goianira,853.8100000000001,8,4.666666666666667
paraiso,850.6800000000001,6,4.5
santa quiteria,849.67,5,4.2
itapoa,849.67,9,4.333333333333333
rodeio,849.66,7,4.625
faxinal,848.05,9,4.444444444444445
sao miguel,846.86,4,5.0
colonia jordaozinho,843.4,2,1.8
inaciolandia,842.99,3,1.75
quedas do iguacu,842.25,8,3.6666666666666665
sao benedito,841.83,5,4.285714285714286
mirai,841.8100000000001,8,4.7
tres marias,840.44,13,4.076923076923077
lago da pedra,840.3699999999999,5,3.2
barra do bugres,840.25,4,4.0
santana do cariri,839.8,3,3.0
prudentopolis,839.09,7,4.0
serro,837.89,2,5.0
boa esperanca do sul,836.9,11,4.3
alpinopolis,836.6800000000001,7,4.857142857142857
milagres,836.54,4,4.5
capela do alto,833.99,3,5.0
arrozal,833.89,3,4.5
cachoeira do campo,828.99,2,5.0
simao dias,828.48,7,4.714285714285714
lavras da mangabeira,827.88,2,4.0
soledade,827.69,8,4.875
dois irmaos do buriti,826.9,3,4.0
conceicao do rio verde,825.89,5,4.833333333333333
campos borges,825.89,3,4.666666666666667
cruzeiro do oeste,825.39,7,3.625
joanopolis,824.6,6,4.166666666666667
colonia castrolanda,824.03,3,4.25
dianopolis,822.95,7,4.333333333333333
nuporanga,821.8,3,5.0
sao jose de mipibu,821.69,3,5.0
conde,819.0,2,3.5
angatuba,818.75,8,4.5
chui,818.6999999999999,5,4.8
mambai,816.99,2,5.0
sao marcos,816.4200000000001,9,3.6
borborema,816.05,8,4.75
